UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_294,GEDANGAN,GTT,A3C,0,0,-7.398220031,112.704647
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_21,GEDANGAN,GTT,A3C,0,0,-7.414054032,112.700811
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_83,GEDANGAN,TM10,A3C,0,0,-7.394253965,112.707896
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_243,GEDANGAN,TM11,A3C,0,0,-7.418331988,112.70709
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_50,GEDANGAN,TM1,A3C,0,0,-7.400667965,112.696501
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_139,GEDANGAN,GTT2,A3C,0,0,-7.393795978,112.715678
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_318,GEDANGAN,GTT2,A3C,0,0,-7.395877959,112.712032
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_293,GEDANGAN,TM2,A3C,0,0,-7.398415999,112.704213
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_148,GEDANGAN,TM1,A3C,0,0,-7.393792039,112.717721
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_266,GEDANGAN,TM1,A3C,0,0,-7.407664005,112.700154
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_292,GEDANGAN,TM1,A3C,0,0,-7.398422034,112.703751
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_65,GEDANGAN,GTT,A3C,0,0,-7.395936968,112.705044
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_56,GEDANGAN,TM5,A3C,0,0,-7.398490012,112.696946
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_311,GEDANGAN,TM1,A3C,0,0,-7.397349989,112.710768
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_323,GEDANGAN,TM1,A3C,0,0,-7.394955028,112.713542
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_127,GEDANGAN,TM8,A3C,0,0,-7.397646038,112.71225
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_264,GEDANGAN,GTT,A3C,0,0,-7.408474032,112.700181
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_340,GEDANGAN,TM1,A3C,0,0,-7.394254971,112.714678
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_353,GEDANGAN,PMS,A3C,0,0,-7.390956022,112.721544
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_333,GEDANGAN,TM5,A3C,0,0,-7.393046971,112.716769
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_144,GEDANGAN,TM8,A3C,0,0,-7.393763037,112.71741
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_210,GEDANGAN,TM1,A3C,0,0,-7.422345998,112.717338
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_136,GEDANGAN,TM5,A3C,0,0,-7.394342981,112.715087
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_219,GEDANGAN,TM8,A3C,0,0,-7.42180503,112.714598
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_128,GEDANGAN,TM1,A3C,0,0,-7.397564985,112.711894
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_230,GEDANGAN,TM1,A3C,0,0,-7.420226969,112.710868
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_220,GEDANGAN,TM5,A3C,0,0,-7.421665974,112.714209
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_36,GEDANGAN,TM2,A3C,0,0,-7.40389701,112.698384
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_23,GEDANGAN,TM1,A3C,0,0,-7.413203018,112.700812
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_172,GEDANGAN,GTT2,A3C,0,0,-7.399505982,112.713463
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_46,GEDANGAN,GTT,A3C,0,0,-7.402121974,112.69612
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_297,GEDANGAN,GTT2,A3C,0,0,-7.397788027,112.705879
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_33,GEDANGAN,TM1,A3C,0,0,-7.40430898,112.699748
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_336,GEDANGAN,TM1,A3C,0,0,-7.393444022,112.716057
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_289,GEDANGAN,TM1,A3C,0,0,-7.398316003,112.702528
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_354,GEDANGAN,TM1,A3C,0,0,-7.391046965,112.721183
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GEDANGAN_54,GEDANGAN,TM1,A3C,0,0,-7.399046989,112.696773
