UP3,ULP,Jenis Asset,Nama Asset JTM,Penyulang,Konstruksi (e.g. TM1),Material Conductor,Kapasitas / Panjang,Alamat / Lokasi,Latitude,Longitude
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_109,ECCO,TM1,A3CS,0,0,-7.47094,112.71551
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_81,ECCO,TM1,A3CS,0,0,-7.477610987,112.711216
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_121,ECCO,TM2,A3CS,0,0,-7.469849009,112.712856
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_94,ECCO,TM1,A3CS,0,0,-7.46984,112.71135
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_39,ECCO,TM1,A3CS,0,0,-7.477013022,112.699494
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_134,ECCO,TM1,A3CS,0,0,-7.468143962,112.715156
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_83,ECCO,TM1,A3CS,0,0,-7.477796981,112.714222
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_38,ECCO,TM1,A3CS,0,0,-7.476998018,112.699859
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_3,ECCO,TMMVTIC,A3CS,0,0,-7.490169005,112.699786
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_25,ECCO,TM5,A3CS,0,0,-7.481040023,112.700604
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_30,ECCO,TM1,A3CS,0,0,-7.47884497,112.700825
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_4,ECCO,TMMVTIC,A3CS,0,0,-7.490136987,112.6996
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_43,ECCO,TM1,A3CS,0,0,-7.47633501,112.699079
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_1,ECCO,TM11,A3CS,0,0,-7.491128985,112.699685
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_12,ECCO,TMMVTIC,A3CS,0,0,-7.486950019,112.699959
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_82,ECCO,TM1,A3CS,0,0,-7.477583997,112.711006
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_125,ECCO,TM1,A3CS,0,0,-7.466570009,112.713051
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_67,ECCO,TM1,A3CS,0,0,-7.477118969,112.709181
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_100,ECCO,GTT2,A3CS,0,0,-7.46807,112.71294
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_102,ECCO,TM8,A3CS,0,0,-7.47039,112.71339
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_118,ECCO,TM1,A3CS,0,0,-7.47323,112.71374
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_129,ECCO,TM1,A3CS,0,0,-7.469920004,112.714903
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_46,ECCO,TM1,A3CS,0,0,-7.475998979,112.699871
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_59,ECCO,TM1,A3CS,0,0,-7.47671999,112.705645
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_80,ECCO,TM1,A3CS,0,0,-7.477692962,112.711616
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_62,ECCO,TM2,A3CS,0,0,-7.476974968,112.7074
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_122,ECCO,GTT1,A3CS,0,0,-7.468919037,112.712911
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_112,ECCO,TM1,A3CS,0,0,-7.47295,112.71541
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_24,ECCO,TM1,A3CS,0,0,-7.481483007,112.700559
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_86,ECCO,TM1,A3CS,0,0,-7.476541959,112.714548
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_54,ECCO,TM1,A3CS,0,0,-7.476125965,112.703567
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_35,ECCO,TM1,A3CS,0,0,-7.477041017,112.700888
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_61,ECCO,TM2,A3CS,0,0,-7.477073036,112.706946
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_53,ECCO,TM2,A3CS,0,0,-7.476067962,112.703125
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_36,ECCO,TM1,A3CS,0,0,-7.47698796,112.700585
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_89,ECCO,TM1,A3CS,0,0,-7.475209991,112.714885
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_91,ECCO,TM1,A3CS,0,0,-7.474585036,112.715075
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_90,ECCO,TM1,A3CS,0,0,-7.474931963,112.714967
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_55,ECCO,TM11,A3CS,0,0,-7.47619302,112.703993
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_115,ECCO,TM1,A3CS,0,0,-7.47357,112.71489
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_57,ECCO,TM1,A3CS,0,0,-7.476424025,112.704851
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_15,ECCO,TM1,A3CS,0,0,-7.485414036,112.700134
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_16,ECCO,TM1,A3CS,0,0,-7.484981027,112.700179
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_63,ECCO,TM10,A3CS,0,0,-7.476788973,112.707855
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_42,ECCO,TM1,A3CS,0,0,-7.476544976,112.699074
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_19,ECCO,TM1,A3CS,0,0,-7.483670013,112.700318
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_37,ECCO,TM2,A3CS,0,0,-7.47697698,112.70031
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_29,ECCO,TM1,A3CS,0,0,-7.479289966,112.700776
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_7,ECCO,TMMVTIC,A3CS,0,0,-7.489104001,112.699712
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_138,ECCO,TM8,A3CS,0,0,-7.471111994,112.715848
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_120,ECCO,TM1,A3CS,0,0,-7.47287,112.7134
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_113,ECCO,TM1,A3CS,0,0,-7.47325,112.71537
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_9,ECCO,TMMVTIC,A3CS,0,0,-7.488246029,112.699824
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_5,ECCO,TMMVTIC,A3CS,0,0,-7.489983011,112.699609
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_136,ECCO,TM1,A3CS,0,0,-7.472451003,112.715565
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_124,ECCO,TM1,A3CS,0,0,-7.467007963,112.713035
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_77,ECCO,TM1,A3CS,0,0,-7.477924973,112.712685
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_78,ECCO,TM1,A3CS,0,0,-7.477836963,112.712284
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_56,ECCO,TM1,A3CS,0,0,-7.476296034,112.70441
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_22,ECCO,TM1,A3CS,0,0,-7.482364029,112.700464
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_21,ECCO,TM1,A3CS,0,0,-7.482828973,112.700396
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_126,ECCO,TM1,A3CS,0,0,-7.466109004,112.713076
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_108,ECCO,TM1,A3CS,0,0,-7.47085,112.71517
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_87,ECCO,TM1,A3CS,0,0,-7.476156978,112.714639
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_66,ECCO,TM1,A3CS,0,0,-7.477026014,112.708743
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_10,ECCO,TMMVTIC,A3CS,0,0,-7.487824,112.699872
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_31,ECCO,TM1,A3CS,0,0,-7.478417996,112.700881
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_11,ECCO,TMMVTIC,A3CS,0,0,-7.48739602,112.699914
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_52,ECCO,TM1,A3CS,0,0,-7.475961009,112.702832
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_58,ECCO,TM1,A3CS,0,0,-7.476584036,112.705284
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_51,ECCO,TM1,A3CS,0,0,-7.475814996,112.702361
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_114,ECCO,TM8,A3CS,0,0,-7.47362,112.71527
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_18,ECCO,TM1,A3CS,0,0,-7.484103022,112.700284
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_123,ECCO,TM1,A3CS,0,0,-7.467504004,112.712994
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_105,ECCO,TM1,A3CS,0,0,-7.47065,112.71434
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_103,ECCO,TM1,A3CS,0,0,-7.4705,112.71384
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_137,ECCO,TM1,A3CS,0,0,-7.472052025,112.715669
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_107,ECCO,GTT2,A3CS,0,0,-7.46828,112.71509
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_32,ECCO,TM1,A3CS,0,0,-7.477948023,112.700927
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_75,ECCO,TM1,A3CS,0,0,-7.478109039,112.713454
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_98,ECCO,TM8,A3CS,0,0,-7.47024,112.71289
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_28,ECCO,TM1,A3CS,0,0,-7.479738984,112.70072
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_84,ECCO,TM1,A3CS,0,0,-7.477439996,112.714337
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_33,ECCO,TM1,A3CS,0,0,-7.477418035,112.700985
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_2,ECCO,TMMVTIC,A3CS,0,0,-7.490538983,112.69972
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_26,ECCO,TM1,A3CS,0,0,-7.480609026,112.700632
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_106,ECCO,TM8,A3CS,0,0,-7.47076,112.71474
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_47,ECCO,TM2,A3CS,0,0,-7.476024041,112.700318
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_96,ECCO,TM1,A3CS,0,0,-7.47,112.7121
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_116,ECCO,PMS,A3CS,0,0,-7.47347,112.71452
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_20,ECCO,TM1,A3CS,0,0,-7.483280003,112.700355
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_88,ECCO,TM1,A3CS,0,0,-7.475692034,112.714783
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_64,ECCO,TM2,A3CS,0,0,-7.476795008,112.708106
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_6,ECCO,TMMVTIC,A3CS,0,0,-7.489571963,112.699661
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_85,ECCO,TM1,A3CS,0,0,-7.476945966,112.714464
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_111,ECCO,PMS,A3CS,0,0,-7.47243,112.71561
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_13,ECCO,TMMVTIC,A3CS,0,0,-7.486412991,112.70002
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_45,ECCO,TM1,A3CS,0,0,-7.475997973,112.699477
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_76,ECCO,TM1,A3CS,0,0,-7.478010971,112.71307
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_50,ECCO,TM11,A3CS,0,0,-7.475749031,112.701989
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_104,ECCO,GTT1,A3CS,0,0,-7.4706,112.71412
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_72,ECCO,TM1,A3CS,0,0,-7.477518031,112.710713
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_70,ECCO,PMS,A3CS,0,0,-7.477380987,112.710196
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_93,ECCO,TM1,A3CS,0,0,-7.46975,112.71093
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_34,ECCO,TM10,A3CS,0,0,-7.477096003,112.701036
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_133,ECCO,TM1,A3CS,0,0,-7.46864696,112.715092
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_68,ECCO,TM1,A3CS,0,0,-7.477218965,112.709604
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_110,ECCO,GTT2,A3CS,0,0,-7.47153,112.71577
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_119,ECCO,TM10,A3CS,0,0,-7.4731,112.71333
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_48,ECCO,TM1,A3CS,0,0,-7.475903006,112.700766
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_74,ECCO,TM5,A3CS,0,0,-7.478246,112.713874
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_14,ECCO,TM11,A3CS,0,0,-7.485897001,112.700061
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_27,ECCO,TM1,A3CS,0,0,-7.480202001,112.700677
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_95,ECCO,TM1,A3CS,0,0,-7.46991,112.71169
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_41,ECCO,GTT1,A3CS,0,0,-7.476887042,112.699122
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_135,ECCO,TM4,A3CS,0,0,-7.467972971,112.715189
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_101,ECCO,PMS,A3CS,0,0,-7.46569,112.71309
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_69,ECCO,TM1,A3CS,0,0,-7.477318039,112.709954
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_44,ECCO,TM10,A3CS,0,0,-7.476066034,112.699057
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_130,ECCO,GTT1,A3CS,0,0,-7.469600989,112.714947
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_79,ECCO,TM1,A3CS,0,0,-7.477761023,112.711914
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_23,ECCO,TM1,A3CS,0,0,-7.481920039,112.70051
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_8,ECCO,TMMVTIC,A3CS,0,0,-7.488685995,112.69976
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_17,ECCO,TM1,A3CS,0,0,-7.484502001,112.700233
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_132,ECCO,TM1,A3CS,0,0,-7.468982991,112.715041
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_127,ECCO,TM1,A3CS,0,0,-7.465811027,112.713054
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_65,ECCO,TM2,A3CS,0,0,-7.476911014,112.708307
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_131,ECCO,TM1,A3CS,0,0,-7.469274011,112.714993
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_60,ECCO,TM5,A3CS,0,0,-7.477031965,112.706479
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_97,ECCO,TM1,A3CS,0,0,-7.47011,112.71253
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_99,ECCO,TM1,A3CS,0,0,-7.46851,112.71295
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_117,ECCO,TM1,A3CS,0,0,-7.47336,112.71409
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_40,ECCO,TM1,A3CS,0,0,-7.477016039,112.699098
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_92,ECCO,TM1,A3CS,0,0,-7.474115985,112.715185
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_49,ECCO,TM11,A3CS,0,0,-7.475745007,112.701081
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_73,ECCO,TM10,A3CS,0,0,-7.478240971,112.714098
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,ECCO_128,ECCO,TM2,A3CS,0,0,-7.470213035,112.714869
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_29,GADING KIRANA,TM1,A3CS,0,0,-7.42807,112.71155
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_48,GADING KIRANA,GTT2,A3CS,0,0,-7.42949,112.70944
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_63,GADING KIRANA,GTT2,A3CS,0,0,-7.42734,112.70756
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_17,GADING KIRANA,TM10,A3CS,0,0,-7.4266,112.71411
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_50,GADING KIRANA,TM8,A3CS,0,0,-7.42823,112.7099
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_66,GADING KIRANA,TM1,A3CS,0,0,-7.42843,112.70725
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_23,GADING KIRANA,TM8,A3CS,0,0,-7.42823,112.71373
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_6,GADING KIRANA,TM2,A3CS,0,0,-7.42345,112.71676
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_56,GADING KIRANA,TM11,A3CS,0,0,-7.4265,112.70917
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_101,GADING KIRANA,TM1,A3CS,0,0,-7.42806,112.71627
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_82,GADING KIRANA,TM1,A3CS,0,0,-7.4252,112.70834
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_61,GADING KIRANA,TM1,A3CS,0,0,-7.42666,112.70776
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_67,GADING KIRANA,GTT2T,A3CS,0,0,-7.42874,112.70715
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_69,GADING KIRANA,TM11,A3CS,0,0,-7.42941,112.70696
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_51,GADING KIRANA,GTT2T,A3CS,0,0,-7.42818,112.70975
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_70,GADING KIRANA,TM10,A3CS,0,0,-7.42572,112.70795
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_89,GADING KIRANA,TM1,A3CS,0,0,-7.42467,112.70597
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_16,GADING KIRANA,TM1,A3CS,0,0,-7.42665,112.71442
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_60,GADING KIRANA,TM1,A3CS,0,0,-7.42644,112.70781
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_93,GADING KIRANA,TM8,A3CS,0,0,-7.42872,112.71398
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_34,GADING KIRANA,TM1,A3CS,0,0,-7.42814,112.71098
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_102,GADING KIRANA,TM11,A3CS,0,0,-7.42812,112.71643
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_45,GADING KIRANA,TM1,A3CS,0,0,-7.42986,112.70952
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_95,GADING KIRANA,GTT2,A3CS,0,0,-7.42857,112.7138
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_62,GADING KIRANA,TM1,A3CS,0,0,-7.42697,112.70767
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_3,GADING KIRANA,TM10,A3CS,0,0,-7.42357,112.71795
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_99,GADING KIRANA,TM1,A3CS,0,0,-7.42774,112.71539
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_38,GADING KIRANA,TM10,A3CS,0,0,-7.42915,112.7107
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_46,GADING KIRANA,TM1,A3CS,0,0,-7.43013,112.70945
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_8,GADING KIRANA,TM10,A3CS,0,0,-7.42354,112.71613
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_41,GADING KIRANA,TM8,A3CS,0,0,-7.42889,112.70979
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_7,GADING KIRANA,TM1,A3CS,0,0,-7.42347,112.71642
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_12,GADING KIRANA,TM11,A3CS,0,0,-7.42387,112.71623
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_9,GADING KIRANA,PMS,A3CS,0,0,-7.43015,112.72111
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_39,GADING KIRANA,TM1,A3CS,0,0,-7.42904,112.71036
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_81,GADING KIRANA,GTT2,A3CS,0,0,-7.42503,112.70869
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_72,GADING KIRANA,TM1,A3CS,0,0,-7.42539,112.70784
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_98,GADING KIRANA,TM2,A3CS,0,0,-7.42771,112.715
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_79,GADING KIRANA,TM1,A3CS,0,0,-7.42456,112.70866
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_18,GADING KIRANA,GTT2T,A3CS,0,0,-7.42677,112.71403
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_65,GADING KIRANA,TM1,A3CS,0,0,-7.42809,112.70734
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_75,GADING KIRANA,GTT2,A3CS,0,0,-7.42492,112.70765
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_64,GADING KIRANA,TM1,A3CS,0,0,-7.42774,112.70744
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_22,GADING KIRANA,TM1,A3CS,0,0,-7.42791,112.71371
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_49,GADING KIRANA,TM1,A3CS,0,0,-7.42857,112.70982
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_5,GADING KIRANA,TM2,A3CS,0,0,-7.42346,112.7173
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_58,GADING KIRANA,TM1,A3CS,0,0,-7.42605,112.70833
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_103,GADING KIRANA,TM1,A3CS,0,0,-7.4282,112.71664
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_78,GADING KIRANA,TM10,A3CS,0,0,-7.42438,112.70875
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_74,GADING KIRANA,GTT2,A3CS,0,0,-7.42496,112.70765
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_10,GADING KIRANA,PMS,A3CS,0,0,-7.42313,112.71965
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_20,GADING KIRANA,TM1,A3CS,0,0,-7.42726,112.71387
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_90,GADING KIRANA,TM10,A3CS,0,0,-7.42451,112.70567
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_96,GADING KIRANA,GTT2,A3CS,0,0,-7.42805,112.71413
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_40,GADING KIRANA,TM1,A3CS,0,0,-7.42896,112.71007
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_24,GADING KIRANA,TM5,A3CS,0,0,-7.42838,112.7133
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_54,GADING KIRANA,GTT1,A3CS,0,0,-7.42695,112.70962
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_37,GADING KIRANA,TM10,A3CS,0,0,-7.42905,112.7108
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_92,GADING KIRANA,TM1,A3CS,0,0,-7.42842,112.71403
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_31,GADING KIRANA,TM8,A3CS,0,0,-7.42775,112.71108
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_77,GADING KIRANA,TM1,A3CS,0,0,-7.42441,112.70891
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_32,GADING KIRANA,TM1,A3CS,0,0,-7.42759,112.71082
UP3 Sidoarjo,ULP Sidoarjo Kota,JTM,GADING KIRANA_53,GADING KIRANA,TM1,A3CS,0,0,-7.4272,112.70994
